leaf_path,addition,header_duration_s,autogluon_runtime_s,span_s,training_log_basename,generated_ts,finished_ts,earliest_training_ts,latest_results_ts,n_training_logs,n_results_files,multi_day_gap,notes
0/headache/no_rolling_features/stacked_2xgb_meta_lr/70_15_15/stratified/NonHP,0,1,,1281048,training_20260515_172010_127_e9b76775-d8ae-42e4-8b1c-e87de122a166.txt,2026-05-15T17:20:10,2026-05-15T17:20:11,2026-05-13T00:07:41,2026-05-27T19:58:29,3,9,True,header-precise;multi_day_gap
0/headache/no_rolling_features/stacked_2xgb_meta_lr/70_30/chrono/NonHP,0,1,,1280173,training_20260515_192053_343_d3268d4e-2e4e-4e50-b08c-138701eaf4f3.txt,2026-05-15T19:20:53,2026-05-15T19:20:54,2026-05-13T00:07:43,2026-05-27T19:43:56,4,9,True,header-precise;multi_day_gap
0/headache/no_rolling_features/stacked_2xgb_meta_lr/70_30/patient/NonHP,0,1,,10,training_20260522_145937_104_16facb02-5f37-4ee3-a01b-999bdbcd3a03.txt,2026-05-22T14:59:37,2026-05-22T14:59:38,2026-05-22T14:59:37,2026-05-22T14:59:47,1,1,False,header-precise
0/headache/no_rolling_features/stacked_2xgb_meta_lr/70_30/stratified/NonHP,0,1,,241150,training_20260515_172013_297_5cacc4da-b80b-40bd-aa06-d326a435d6eb.txt,2026-05-15T17:20:13,2026-05-15T17:20:14,2026-05-13T00:07:45,2026-05-15T19:06:55,3,6,True,header-precise;multi_day_gap
0/headache/no_rolling_features/stacked_2xgb_meta_lr/80_20/chrono/NonHP,0,1,,241156,training_20260515_172015_273_56531f58-36bf-42e6-ab74-fe703db9648a.txt,2026-05-15T17:20:15,2026-05-15T17:20:16,2026-05-13T00:07:47,2026-05-15T19:07:03,3,6,True,header-precise;multi_day_gap
0/headache/no_rolling_features/stacked_2xgb_meta_lr/80_20/patient/NonHP,0,1,,449957,training_20260522_145947_668_02df2f99-a544-4131-ae8e-334b1c5dbeb5.txt,2026-05-22T14:59:47,2026-05-22T14:59:48,2026-05-22T14:59:47,2026-05-27T19:59:04,1,4,True,header-precise;multi_day_gap
0/headache/no_rolling_features/stacked_2xgb_meta_lr/80_20/stratified/NonHP,0,1,,241161,training_20260515_172017_394_38c6af93-2841-4ff0-9997-bdd921e88c41.txt,2026-05-15T17:20:17,2026-05-15T17:20:18,2026-05-13T00:07:50,2026-05-15T19:07:11,3,6,True,header-precise;multi_day_gap
0/headache/spano_features/blended_xgb_lr_spano2026/70_15_15/chrono/NonHP,0,7,,241166,training_20260515_172019_503_86b7fbe6-676b-4618-8e12-5722698441a4.txt,2026-05-15T17:20:19,2026-05-15T17:20:26,2026-05-13T00:07:52,2026-05-15T19:07:18,8,14,True,header-precise;multi_day_gap
0/headache/spano_features/stacked_2xgb_meta_lr/70_15_15/chrono/NonHP,0,1,,241168,training_20260515_172027_215_94b9d9d6-3f5a-47d6-ad32-6c78bf0a4cda.txt,2026-05-15T17:20:27,2026-05-15T17:20:28,2026-05-13T00:07:58,2026-05-15T19:07:26,7,12,True,header-precise;multi_day_gap
0/headache/spano_features/stacked_2xgb_meta_lr/70_15_15/patient/NonHP,0,2,,9,training_20260522_145958_841_35db50a8-fe11-43b7-a3c3-76c42b3004e4.txt,2026-05-22T14:59:58,2026-05-22T15:00:00,2026-05-22T14:59:58,2026-05-22T15:00:07,1,1,False,header-precise
0/headache/spano_features/stacked_2xgb_meta_lr/70_15_15/stratified/NonHP,0,1,,1279267,training_20260515_172029_229_d31e0096-3aac-4231-b6ee-6875894686c1.txt,2026-05-15T17:20:29,2026-05-15T17:20:30,2026-05-13T00:08:00,2026-05-27T19:29:07,3,9,True,header-precise;multi_day_gap
0/headache/spano_features/stacked_2xgb_meta_lr/70_30/chrono/NonHP,0,1,,1279207,training_20260515_172031_219_af26de47-7c7e-4696-970b-044024de34e5.txt,2026-05-15T17:20:31,2026-05-15T17:20:32,2026-05-13T00:08:02,2026-05-27T19:28:09,3,8,True,header-precise;multi_day_gap
0/headache/spano_features/stacked_2xgb_meta_lr/70_30/patient/NonHP,0,2,,448172,training_20260522_150007_901_bc488e64-0ca1-4936-9dc3-609f5f27c1f3.txt,2026-05-22T15:00:07,2026-05-22T15:00:09,2026-05-22T15:00:07,2026-05-27T19:29:39,1,4,True,header-precise;multi_day_gap
0/headache/spano_features/stacked_2xgb_meta_lr/70_30/stratified/NonHP,0,1,,241185,training_20260515_172033_405_3d9adefa-615b-4ea8-8ff9-68d920b7620b.txt,2026-05-15T17:20:33,2026-05-15T17:20:34,2026-05-13T00:08:04,2026-05-15T19:07:49,3,5,True,header-precise;multi_day_gap
0/headache/spano_features/stacked_2xgb_meta_lr/80_20/chrono/NonHP,0,1,,241191,training_20260515_172035_459_d91b0492-dcca-4363-8d14-374652983677.txt,2026-05-15T17:20:35,2026-05-15T17:20:36,2026-05-13T00:08:06,2026-05-15T19:07:57,3,5,True,header-precise;multi_day_gap
0/headache/spano_features/stacked_2xgb_meta_lr/80_20/patient/NonHP,0,1,,11,training_20260522_150018_556_3e8ab2c4-e567-4b9b-bc30-5d6ce64fe304.txt,2026-05-22T15:00:18,2026-05-22T15:00:19,2026-05-22T15:00:18,2026-05-22T15:00:29,1,1,False,header-precise
0/headache/spano_features/stacked_2xgb_meta_lr/80_20/stratified/NonHP,0,1,,861703,training_20260515_172037_499_c6e7ff2f-c778-4dc1-bd4f-65312620876d.txt,2026-05-15T17:20:37,2026-05-15T17:20:38,2026-05-13T00:08:08,2026-05-22T23:29:51,3,6,True,header-precise;multi_day_gap
0/migraine/full_features/stacked_2xgb_meta_lr/70_15_15/chrono/HyperparameterTuned/pareto_AUPRC_slope/auprc_max,0,362,,6500,training_20260515_172039_538_3d3b2cb1-be4f-4f4d-b8db-7cc01ee383b6.txt,2026-05-15T17:20:39,2026-05-15T17:26:41,2026-05-15T17:20:39,2026-05-15T19:08:59,1,1,False,header-precise
0/migraine/full_features/stacked_2xgb_meta_lr/70_15_15/chrono/HyperparameterTuned/pareto_AUPRC_slope/knee,0,1,,6145,training_20260515_172642_319_5cf80262-4bb7-4f4d-a45b-8a8488654c9e.txt,2026-05-15T17:26:42,2026-05-15T17:26:43,2026-05-15T17:26:42,2026-05-15T19:09:07,1,1,False,header-precise
0/migraine/full_features/stacked_2xgb_meta_lr/70_15_15/chrono/HyperparameterTuned/pareto_AUPRC_slope/slope_closest,0,2,,6150,training_20260515_172644_698_fe28c81b-e4ed-4ee7-9bc5-74eb73a94f61.txt,2026-05-15T17:26:44,2026-05-15T17:26:46,2026-05-15T17:26:44,2026-05-15T19:09:14,1,1,False,header-precise
0/migraine/full_features/stacked_2xgb_meta_lr/70_15_15/chrono/HyperparameterTuned/pareto_AUROC_slope/auroc_max,0,359,,6155,training_20260515_172647_043_490ba63b-7107-48c0-b930-43dfe5a26feb.txt,2026-05-15T17:26:47,2026-05-15T17:32:46,2026-05-15T17:26:47,2026-05-15T19:09:22,1,1,False,header-precise
0/migraine/full_features/stacked_2xgb_meta_lr/70_15_15/chrono/HyperparameterTuned/pareto_AUROC_slope/knee,0,2,,5802,training_20260515_173247_788_eb557f8e-1863-458a-8a74-01514ecbbf63.txt,2026-05-15T17:32:47,2026-05-15T17:32:49,2026-05-15T17:32:47,2026-05-15T19:09:29,1,1,False,header-precise
0/migraine/full_features/stacked_2xgb_meta_lr/70_15_15/chrono/HyperparameterTuned/pareto_AUROC_slope/slope_closest,0,1,,5808,training_20260515_173250_040_50f731f3-95ac-4868-b404-fcda41d2d444.txt,2026-05-15T17:32:50,2026-05-15T17:32:51,2026-05-15T17:32:50,2026-05-15T19:09:38,1,1,False,header-precise
0/migraine/full_features/stacked_2xgb_meta_lr/70_15_15/chrono/HyperparameterTuned/single_AUROC/HP020,0,354,,5813,training_20260515_173252_438_bf3ce95d-1417-4fc2-87e1-4b2d8499ed87.txt,2026-05-15T17:32:52,2026-05-15T17:38:46,2026-05-15T17:32:52,2026-05-15T19:09:45,1,1,False,header-precise
0/migraine/full_features/stacked_2xgb_meta_lr/70_15_15/chrono/HyperparameterTuned/single_AUROC/HP050,0,2,,5465,training_20260515_173847_964_df80109d-9e76-4f92-893f-4ba0fefd525e.txt,2026-05-15T17:38:47,2026-05-15T17:38:49,2026-05-15T17:38:47,2026-05-15T19:09:52,1,1,False,header-precise
0/migraine/full_features/stacked_2xgb_meta_lr/70_15_15/chrono/HyperparameterTuned/single_AUROC/HP100,0,2,,5468,training_20260515_173850_572_761b1895-a54c-4f4f-9f49-09aa3a926499.txt,2026-05-15T17:38:50,2026-05-15T17:38:52,2026-05-15T17:38:50,2026-05-15T19:09:58,1,1,False,header-precise
0/migraine/full_features/stacked_2xgb_meta_lr/70_15_15/chrono/HyperparameterTuned/single_AUROC/HP200,0,1,,5474,training_20260515_173853_049_1bf67944-5fee-4efc-826f-62e0818e3e04.txt,2026-05-15T17:38:53,2026-05-15T17:38:54,2026-05-15T17:38:53,2026-05-15T19:10:07,1,1,False,header-precise
0/migraine/full_features/stacked_2xgb_meta_lr/70_15_15/chrono/HyperparameterTuned/single_AUROC/HP500,0,1,,5479,training_20260515_173855_408_00d71bc2-8ee1-435a-9a7d-29c955b00aef.txt,2026-05-15T17:38:55,2026-05-15T17:38:56,2026-05-15T17:38:55,2026-05-15T19:10:14,1,1,False,header-precise
0/migraine/full_features/stacked_2xgb_meta_lr/70_15_15/chrono/NonHP,0,2,,860126,training_20260515_173857_681_517b12b7-be85-44d8-84ee-bde618227bc2.txt,2026-05-15T17:38:57,2026-05-15T17:38:59,2026-05-13T00:08:10,2026-05-22T23:03:36,6,13,True,header-precise;multi_day_gap
0/migraine/full_features/stacked_2xgb_meta_lr/70_15_15/patient/HyperparameterTuned/pareto_AUPRC_slope/auprc_max,0,308,,317,training_20260522_181327_859_2eed52f5-1e48-41a7-a168-91eb8192e41c.txt,2026-05-22T18:13:27,2026-05-22T18:18:35,2026-05-22T18:13:27,2026-05-22T18:18:44,1,1,False,header-precise
0/migraine/full_features/stacked_2xgb_meta_lr/70_15_15/patient/HyperparameterTuned/pareto_AUPRC_slope/knee,0,2,,10,training_20260522_181844_856_e1532b9f-bbfe-4fb4-b983-6f058c892951.txt,2026-05-22T18:18:44,2026-05-22T18:18:46,2026-05-22T18:18:44,2026-05-22T18:18:54,1,1,False,header-precise
0/migraine/full_features/stacked_2xgb_meta_lr/70_15_15/patient/HyperparameterTuned/pareto_AUPRC_slope/slope_closest,0,2,,10,training_20260522_181854_681_61091eda-c34b-4c16-a14f-38900487ef0d.txt,2026-05-22T18:18:54,2026-05-22T18:18:56,2026-05-22T18:18:54,2026-05-22T18:19:04,1,1,False,header-precise
0/migraine/full_features/stacked_2xgb_meta_lr/70_15_15/patient/HyperparameterTuned/pareto_AUROC_slope/auroc_max,0,303,,313,training_20260522_181905_541_fe6a27cf-a795-435c-8f9a-b6a730c5ac0f.txt,2026-05-22T18:19:05,2026-05-22T18:24:08,2026-05-22T18:19:05,2026-05-22T18:24:18,1,1,False,header-precise
0/migraine/full_features/stacked_2xgb_meta_lr/70_15_15/patient/HyperparameterTuned/pareto_AUROC_slope/knee,0,1,,10,training_20260522_182419_061_931c256d-eef9-4a02-8a01-f0738b3e15ae.txt,2026-05-22T18:24:19,2026-05-22T18:24:20,2026-05-22T18:24:19,2026-05-22T18:24:29,1,1,False,header-precise
0/migraine/full_features/stacked_2xgb_meta_lr/70_15_15/patient/HyperparameterTuned/pareto_AUROC_slope/slope_closest,0,1,,442755,training_20260522_182430_089_17b3e0ba-5215-4239-8902-aab3d5f71554.txt,2026-05-22T18:24:30,2026-05-22T18:24:31,2026-05-22T18:24:30,2026-05-27T21:23:45,1,4,True,header-precise;multi_day_gap
0/migraine/full_features/stacked_2xgb_meta_lr/70_15_15/patient/HyperparameterTuned/single_AUROC/HP020,0,363,,374,training_20260522_182441_015_0492f93c-6bef-4f02-8a42-bfaf93005561.txt,2026-05-22T18:24:41,2026-05-22T18:30:44,2026-05-22T18:24:41,2026-05-22T18:30:55,1,1,False,header-precise
0/migraine/full_features/stacked_2xgb_meta_lr/70_15_15/patient/HyperparameterTuned/single_AUROC/HP050,0,1,,11,training_20260522_183056_070_59bdbb65-1ce8-492c-bded-3217fbe8cffa.txt,2026-05-22T18:30:56,2026-05-22T18:30:57,2026-05-22T18:30:56,2026-05-22T18:31:07,1,1,False,header-precise
0/migraine/full_features/stacked_2xgb_meta_lr/70_15_15/patient/HyperparameterTuned/single_AUROC/HP100,0,2,,12,training_20260522_183108_154_bd62a419-35c5-4918-b72c-5ab830b2d4e8.txt,2026-05-22T18:31:08,2026-05-22T18:31:10,2026-05-22T18:31:08,2026-05-22T18:31:20,1,1,False,header-precise
0/migraine/full_features/stacked_2xgb_meta_lr/70_15_15/patient/HyperparameterTuned/single_AUROC/HP200,0,2,,13,training_20260522_183120_754_d19270f8-ffe9-4d2f-9cd9-0c457d90ece3.txt,2026-05-22T18:31:20,2026-05-22T18:31:22,2026-05-22T18:31:20,2026-05-22T18:31:33,1,1,False,header-precise
0/migraine/full_features/stacked_2xgb_meta_lr/70_15_15/patient/HyperparameterTuned/single_AUROC/HP500,0,2,,11,training_20260522_183133_819_44371388-a1ad-4003-8a2d-e6e5ed44e9b6.txt,2026-05-22T18:31:33,2026-05-22T18:31:35,2026-05-22T18:31:33,2026-05-22T18:31:44,1,1,False,header-precise
0/migraine/full_features/stacked_2xgb_meta_lr/70_15_15/patient/NonHP,0,2,,11,training_20260522_150029_879_367dfb87-a044-48bd-8c74-4d4f39b10e55.txt,2026-05-22T15:00:29,2026-05-22T15:00:31,2026-05-22T15:00:29,2026-05-22T15:00:40,1,1,False,header-precise
0/migraine/full_features/stacked_2xgb_meta_lr/70_15_15/stratified/HyperparameterTuned/pareto_AUPRC_slope/auprc_max,0,349,,5489,training_20260515_173900_178_7d4f0e88-8dfe-482c-b480-821ffea70552.txt,2026-05-15T17:39:00,2026-05-15T17:44:49,2026-05-15T17:39:00,2026-05-15T19:10:29,1,1,False,header-precise
0/migraine/full_features/stacked_2xgb_meta_lr/70_15_15/stratified/HyperparameterTuned/pareto_AUPRC_slope/knee,0,2,,5147,training_20260515_174450_631_c050909b-52f3-4724-8374-9d6f978fffd8.txt,2026-05-15T17:44:50,2026-05-15T17:44:52,2026-05-15T17:44:50,2026-05-15T19:10:37,1,1,False,header-precise
0/migraine/full_features/stacked_2xgb_meta_lr/70_15_15/stratified/HyperparameterTuned/pareto_AUPRC_slope/slope_closest,0,1,,5151,training_20260515_174453_179_c3bdbc0e-b1a4-453b-827e-1f26362403d9.txt,2026-05-15T17:44:53,2026-05-15T17:44:54,2026-05-15T17:44:53,2026-05-15T19:10:44,1,1,False,header-precise
0/migraine/full_features/stacked_2xgb_meta_lr/70_15_15/stratified/HyperparameterTuned/pareto_AUROC_slope/auroc_max,0,327,,5156,training_20260515_174455_724_a016563e-93dc-4c70-a6e7-7171719e410e.txt,2026-05-15T17:44:55,2026-05-15T17:50:22,2026-05-15T17:44:55,2026-05-15T19:10:51,1,1,False,header-precise
0/migraine/full_features/stacked_2xgb_meta_lr/70_15_15/stratified/HyperparameterTuned/pareto_AUROC_slope/knee,0,1,,4835,training_20260515_175024_089_a3d17e24-0255-4a19-a731-d762e8950566.txt,2026-05-15T17:50:24,2026-05-15T17:50:25,2026-05-15T17:50:24,2026-05-15T19:10:59,1,1,False,header-precise
0/migraine/full_features/stacked_2xgb_meta_lr/70_15_15/stratified/HyperparameterTuned/pareto_AUROC_slope/slope_closest,0,1,,4841,training_20260515_175026_470_82832919-2e7e-41c2-8425-e6f3b89c46f5.txt,2026-05-15T17:50:26,2026-05-15T17:50:27,2026-05-15T17:50:26,2026-05-15T19:11:07,1,1,False,header-precise
0/migraine/full_features/stacked_2xgb_meta_lr/70_15_15/stratified/HyperparameterTuned/single_AUROC/HP020,0,342,,4847,training_20260515_175028_615_3eb27d07-82a6-4f82-aef9-f74eb6c009fa.txt,2026-05-15T17:50:28,2026-05-15T17:56:10,2026-05-15T17:50:28,2026-05-15T19:11:15,1,1,False,header-precise
0/migraine/full_features/stacked_2xgb_meta_lr/70_15_15/stratified/HyperparameterTuned/single_AUROC/HP050,0,1,,4512,training_20260515_175611_394_aad5b7e3-2265-400a-8b7d-0fd81798db5c.txt,2026-05-15T17:56:11,2026-05-15T17:56:12,2026-05-15T17:56:11,2026-05-15T19:11:23,1,1,False,header-precise
0/migraine/full_features/stacked_2xgb_meta_lr/70_15_15/stratified/HyperparameterTuned/single_AUROC/HP100,0,2,,4518,training_20260515_175613_822_9367035a-95a9-49a9-88c0-5ecd886432a8.txt,2026-05-15T17:56:13,2026-05-15T17:56:15,2026-05-15T17:56:13,2026-05-15T19:11:31,1,1,False,header-precise
0/migraine/full_features/stacked_2xgb_meta_lr/70_15_15/stratified/HyperparameterTuned/single_AUROC/HP200,0,2,,4522,training_20260515_175616_422_ae2505fe-8cce-4998-982d-cddd85945e41.txt,2026-05-15T17:56:16,2026-05-15T17:56:18,2026-05-15T17:56:16,2026-05-15T19:11:38,1,1,False,header-precise
0/migraine/full_features/stacked_2xgb_meta_lr/70_15_15/stratified/HyperparameterTuned/single_AUROC/HP500,0,1,,4527,training_20260515_175619_040_3da89d63-b9e9-448f-9fec-f66f82d43cb3.txt,2026-05-15T17:56:19,2026-05-15T17:56:20,2026-05-15T17:56:19,2026-05-15T19:11:46,1,1,False,header-precise
0/migraine/full_features/stacked_2xgb_meta_lr/70_15_15/stratified/NonHP,0,1,,860147,training_20260515_175621_349_04f80e40-d32c-4926-98d0-37f481170f71.txt,2026-05-15T17:56:21,2026-05-15T17:56:22,2026-05-13T00:08:12,2026-05-22T23:03:59,3,8,True,header-precise;multi_day_gap
0/migraine/full_features/stacked_2xgb_meta_lr/70_30/chrono/HyperparameterTuned/pareto_AUPRC_slope/auprc_max,0,300,,6030,training_20260515_175623_661_a85df7c3-9f3b-4c91-8ab2-d02c0b453714.txt,2026-05-15T17:56:23,2026-05-15T18:01:23,2026-05-15T17:56:23,2026-05-15T19:36:53,1,1,False,header-precise
0/migraine/full_features/stacked_2xgb_meta_lr/70_30/chrono/HyperparameterTuned/pareto_AUPRC_slope/knee,0,1,,5730,training_20260515_180124_287_a8735407-979d-46fa-a57a-ddaf80231ef9.txt,2026-05-15T18:01:24,2026-05-15T18:01:25,2026-05-15T18:01:24,2026-05-15T19:36:54,1,1,False,header-precise
0/migraine/full_features/stacked_2xgb_meta_lr/70_30/chrono/HyperparameterTuned/pareto_AUPRC_slope/slope_closest,0,2,,5728,training_20260515_180126_565_a4dfa382-9f6d-441c-a1a6-0a59c820d752.txt,2026-05-15T18:01:26,2026-05-15T18:01:28,2026-05-15T18:01:26,2026-05-15T19:36:54,1,1,False,header-precise
0/migraine/full_features/stacked_2xgb_meta_lr/70_30/chrono/HyperparameterTuned/pareto_AUROC_slope/auroc_max,0,333,,5733,training_20260515_180128_907_1d7fc3ca-9ceb-4048-92cb-7f0ecabef8fc.txt,2026-05-15T18:01:28,2026-05-15T18:07:01,2026-05-15T18:01:28,2026-05-15T19:37:01,1,1,False,header-precise
0/migraine/full_features/stacked_2xgb_meta_lr/70_30/chrono/HyperparameterTuned/pareto_AUROC_slope/knee,0,1,,5416,training_20260515_180702_474_87389507-6cb4-4354-9a5c-99396b45508d.txt,2026-05-15T18:07:02,2026-05-15T18:07:03,2026-05-15T18:07:02,2026-05-15T19:37:18,1,1,False,header-precise
0/migraine/full_features/stacked_2xgb_meta_lr/70_30/chrono/HyperparameterTuned/pareto_AUROC_slope/slope_closest,0,2,,5422,training_20260515_180704_870_69e57c1b-faac-40d1-ad58-02d86650fa60.txt,2026-05-15T18:07:04,2026-05-15T18:07:06,2026-05-15T18:07:04,2026-05-15T19:37:26,1,1,False,header-precise
0/migraine/full_features/stacked_2xgb_meta_lr/70_30/chrono/HyperparameterTuned/single_AUROC/HP020,0,343,,1044263,training_20260515_180707_348_f1295026-1460-4bfe-95aa-de3c0924738d.txt,2026-05-15T18:07:07,2026-05-15T18:12:50,2026-05-15T18:07:07,2026-05-27T20:11:30,1,5,True,header-precise;multi_day_gap
0/migraine/full_features/stacked_2xgb_meta_lr/70_30/chrono/HyperparameterTuned/single_AUROC/HP050,0,1,,623884,training_20260515_181252_177_187140a0-55ac-4184-9573-2fd1668de577.txt,2026-05-15T18:12:52,2026-05-15T18:12:53,2026-05-15T18:12:52,2026-05-22T23:30:56,1,2,True,header-precise;multi_day_gap
0/migraine/full_features/stacked_2xgb_meta_lr/70_30/chrono/HyperparameterTuned/single_AUROC/HP100,0,2,,5078,training_20260515_181254_766_3ae548c3-4c2c-4b4c-9bf3-faaf1a120443.txt,2026-05-15T18:12:54,2026-05-15T18:12:56,2026-05-15T18:12:54,2026-05-15T19:37:32,1,1,False,header-precise
0/migraine/full_features/stacked_2xgb_meta_lr/70_30/chrono/HyperparameterTuned/single_AUROC/HP200,0,2,,5077,training_20260515_181257_304_5a2ea7b5-0432-4d3e-b14e-df8ac50de329.txt,2026-05-15T18:12:57,2026-05-15T18:12:59,2026-05-15T18:12:57,2026-05-15T19:37:34,1,1,False,header-precise
0/migraine/full_features/stacked_2xgb_meta_lr/70_30/chrono/HyperparameterTuned/single_AUROC/HP500,0,2,,5075,training_20260515_181259_934_a17242a1-dc72-43bd-a50a-bbbfe35ed441.txt,2026-05-15T18:12:59,2026-05-15T18:13:01,2026-05-15T18:12:59,2026-05-15T19:37:34,1,1,False,header-precise
0/migraine/full_features/stacked_2xgb_meta_lr/70_30/chrono/NonHP,0,2,,242964,training_20260515_181302_590_b3ba36f6-ee5b-4582-87fb-1e798a37b1d1.txt,2026-05-15T18:13:02,2026-05-15T18:13:04,2026-05-13T00:08:15,2026-05-15T19:37:39,3,6,True,header-precise;multi_day_gap
0/migraine/full_features/stacked_2xgb_meta_lr/70_30/patient/HyperparameterTuned/pareto_AUPRC_slope/auprc_max,0,347,,357,training_20260522_183144_849_1e1bfe00-3a3d-43c5-b3bf-07e7f4fe77b2.txt,2026-05-22T18:31:44,2026-05-22T18:37:31,2026-05-22T18:31:44,2026-05-22T18:37:41,1,1,False,header-precise
0/migraine/full_features/stacked_2xgb_meta_lr/70_30/patient/HyperparameterTuned/pareto_AUPRC_slope/knee,0,2,,14,training_20260522_183742_346_1b5ba041-5a22-4bee-b9e9-5568c5883601.txt,2026-05-22T18:37:42,2026-05-22T18:37:44,2026-05-22T18:37:42,2026-05-22T18:37:56,1,1,False,header-precise
0/migraine/full_features/stacked_2xgb_meta_lr/70_30/patient/HyperparameterTuned/pareto_AUPRC_slope/slope_closest,0,2,,13,training_20260522_183756_757_0fa45c7c-37a9-4e7f-9470-ba02d0b199da.txt,2026-05-22T18:37:56,2026-05-22T18:37:58,2026-05-22T18:37:56,2026-05-22T18:38:09,1,1,False,header-precise
0/migraine/full_features/stacked_2xgb_meta_lr/70_30/patient/HyperparameterTuned/pareto_AUROC_slope/auroc_max,0,349,,363,training_20260522_183809_840_d3046499-94c8-466d-bdef-38efce47508c.txt,2026-05-22T18:38:09,2026-05-22T18:43:58,2026-05-22T18:38:09,2026-05-22T18:44:12,1,1,False,header-precise
0/migraine/full_features/stacked_2xgb_meta_lr/70_30/patient/HyperparameterTuned/pareto_AUROC_slope/knee,0,2,,14,training_20260522_184412_861_2ae966f4-60bf-4b4e-a3e0-34cfb33d203a.txt,2026-05-22T18:44:12,2026-05-22T18:44:14,2026-05-22T18:44:12,2026-05-22T18:44:26,1,1,False,header-precise
0/migraine/full_features/stacked_2xgb_meta_lr/70_30/patient/HyperparameterTuned/pareto_AUROC_slope/slope_closest,0,2,,12,training_20260522_184427_077_2919f524-0acb-4dbe-a1a1-79a8e12b9c25.txt,2026-05-22T18:44:27,2026-05-22T18:44:29,2026-05-22T18:44:27,2026-05-22T18:44:39,1,1,False,header-precise
0/migraine/full_features/stacked_2xgb_meta_lr/70_30/patient/HyperparameterTuned/single_AUROC/HP020,0,324,,333,training_20260522_184440_622_6a8907c7-de27-4d59-8768-c1ab65f219ff.txt,2026-05-22T18:44:40,2026-05-22T18:50:04,2026-05-22T18:44:40,2026-05-22T18:50:13,1,1,False,header-precise
0/migraine/full_features/stacked_2xgb_meta_lr/70_30/patient/HyperparameterTuned/single_AUROC/HP050,0,1,,9,training_20260522_185014_022_c6f0834e-264c-4c54-b79e-12a6d64e05a8.txt,2026-05-22T18:50:14,2026-05-22T18:50:15,2026-05-22T18:50:14,2026-05-22T18:50:23,1,1,False,header-precise
0/migraine/full_features/stacked_2xgb_meta_lr/70_30/patient/HyperparameterTuned/single_AUROC/HP100,0,1,,9,training_20260522_185024_469_64fbfcfb-0197-464c-828e-d2879510d9eb.txt,2026-05-22T18:50:24,2026-05-22T18:50:25,2026-05-22T18:50:24,2026-05-22T18:50:33,1,1,False,header-precise
0/migraine/full_features/stacked_2xgb_meta_lr/70_30/patient/HyperparameterTuned/single_AUROC/HP200,0,1,,10,training_20260522_185034_215_c678ca16-4daa-46d0-af85-d45461a039d1.txt,2026-05-22T18:50:34,2026-05-22T18:50:35,2026-05-22T18:50:34,2026-05-22T18:50:44,1,1,False,header-precise
0/migraine/full_features/stacked_2xgb_meta_lr/70_30/patient/HyperparameterTuned/single_AUROC/HP500,0,2,,11,training_20260522_185044_711_372db12e-1e89-4d57-afdd-ed1d16909c28.txt,2026-05-22T18:50:44,2026-05-22T18:50:46,2026-05-22T18:50:44,2026-05-22T18:50:55,1,1,False,header-precise
0/migraine/full_features/stacked_2xgb_meta_lr/70_30/patient/NonHP,0,1,,11,training_20260522_150041_493_aa2b196f-bdf2-4edb-a7f8-0f64850a1d3b.txt,2026-05-22T15:00:41,2026-05-22T15:00:42,2026-05-22T15:00:41,2026-05-22T15:00:52,1,1,False,header-precise
0/migraine/full_features/stacked_2xgb_meta_lr/70_30/stratified/HyperparameterTuned/pareto_AUPRC_slope/auprc_max,0,270,,5097,training_20260515_181305_102_0c6ea729-8dac-4b02-a563-8dd30d044ffc.txt,2026-05-15T18:13:05,2026-05-15T18:17:35,2026-05-15T18:13:05,2026-05-15T19:38:02,1,1,False,header-precise
0/migraine/full_features/stacked_2xgb_meta_lr/70_30/stratified/HyperparameterTuned/pareto_AUPRC_slope/knee,0,1,,4839,training_20260515_181736_606_5f8a2203-8375-4a94-a0a3-a3f9e685810d.txt,2026-05-15T18:17:36,2026-05-15T18:17:37,2026-05-15T18:17:36,2026-05-15T19:38:15,1,1,False,header-precise
0/migraine/full_features/stacked_2xgb_meta_lr/70_30/stratified/HyperparameterTuned/pareto_AUPRC_slope/slope_closest,0,2,,4843,training_20260515_181738_948_99168895-f2df-4589-be50-db6f41605e51.txt,2026-05-15T18:17:38,2026-05-15T18:17:40,2026-05-15T18:17:38,2026-05-15T19:38:21,1,1,False,header-precise
0/migraine/full_features/stacked_2xgb_meta_lr/70_30/stratified/HyperparameterTuned/pareto_AUROC_slope/auroc_max,0,274,,4841,training_20260515_181741_041_36ce488e-ad09-473b-ba2d-0c54905190a5.txt,2026-05-15T18:17:41,2026-05-15T18:22:15,2026-05-15T18:17:41,2026-05-15T19:38:22,1,1,False,header-precise
0/migraine/full_features/stacked_2xgb_meta_lr/70_30/stratified/HyperparameterTuned/pareto_AUROC_slope/knee,0,1,,4566,training_20260515_182216_632_44d76de1-cc0f-441e-9867-a319b510991a.txt,2026-05-15T18:22:16,2026-05-15T18:22:17,2026-05-15T18:22:16,2026-05-15T19:38:22,1,1,False,header-precise
0/migraine/full_features/stacked_2xgb_meta_lr/70_30/stratified/HyperparameterTuned/pareto_AUROC_slope/slope_closest,0,1,,4568,training_20260515_182218_699_4ac25a17-77f8-42f3-9afe-d2ef599bdedb.txt,2026-05-15T18:22:18,2026-05-15T18:22:19,2026-05-15T18:22:18,2026-05-15T19:38:26,1,1,False,header-precise
